ID,Title,Author,Price ($),Stock
436,Three Comrades [Myagkaya oblozhka],Erich Maria Remarque,5.72,38
437,Arch of Triumph [Myagkaya oblozhka],Erich Maria Remarque,6.07,84
438,The Black Obelisk [Myagkaya oblozhka],Erich Maria Remarque,5.95,13
439,Heaven Has No Favorites [Myagkaya oblozhka],Erich Maria Remarque,5.37,17
440,The Master and Margarita [Myagkaya oblozhka],Mikhail Bulgakov,6.42,33
441,Heart of a Dog [Myagkaya oblozhka],Mikhail Bulgakov,4.08,14
442,The White Guard [Myagkaya oblozhka],Mikhail Bulgakov,5.02,13
443,The Fatal Eggs [Myagkaya oblozhka],Mikhail Bulgakov,3.62,95
444,And Quiet Flows the Don [Myagkaya oblozhka],Mikhail Sholokhov,11.43,70
445,Fate of a Man [Myagkaya oblozhka],Mikhail Sholokhov,3.50,19
446,Doctor Zhivago [Myagkaya oblozhka],Boris Pasternak,7.23,34
447,We [Myagkaya oblozhka],Yevgeny Zamyatin,4.55,36
448,The Twelve Chairs [Myagkaya oblozhka],"Ilya Ilf, Yevgeny Petrov",5.60,77
449,Zolotoy telenok [Myagkaya oblozhka],"Ilya Ilf, Yevgeny Petrov",5.72,26
450,Kotlovan [Myagkaya oblozhka],Andrey Platonov,4.43,91
451,Chevengur [Myagkaya oblozhka],Andrey Platonov,6.07,43
452,Odin den Ivana Denisovicha [Myagkaya oblozhka],Aleksandr Solzhenitsyn,4.08,26
453,Arkhipelag GULAG [Myagkaya oblozhka],Aleksandr Solzhenitsyn,12.83,87
454,Rakovyy korpus [Myagkaya oblozhka],Aleksandr Solzhenitsyn,6.77,81
455,Moskva — Petushki [Myagkaya oblozhka],Venedikt Erofeev,4.20,33
456,Zapovednik [Myagkaya oblozhka],Sergey Dovlatov,4.32,64
457,Chemodan [Myagkaya oblozhka],Sergey Dovlatov,4.08,62
458,Solo na undervude [Myagkaya oblozhka],Sergey Dovlatov,3.73,32
459,1984 [Myagkaya oblozhka],George Orwell,4.90,6
460,Skotnyy dvor [Myagkaya oblozhka],George Orwell,3.62,11
461,Brave New World [Myagkaya oblozhka],Aldous Huxley,5.02,81
462,451 gradus po Farengeytu [Myagkaya oblozhka],Ray Bradbury,4.78,54
463,Marsianskie khroniki [Myagkaya oblozhka],Ray Bradbury,5.13,35
464,Vino iz oduvanchikov [Myagkaya oblozhka],Ray Bradbury,4.90,5
465,The Catcher in the Rye [Myagkaya oblozhka],Dzh. D. Selindzher,4.55,0
466,Povelitel mukh [Myagkaya oblozhka],Uilyam Golding,4.67,42
467,To Kill a Mockingbird [Myagkaya oblozhka],Harper Lee,5.37,98
468,Zavodnoy apelsin [Myagkaya oblozhka],Entoni Byordzhess,4.78,16
469,Proletaya nad gnezdom kukushki [Myagkaya oblozhka],Ken Kizi,5.48,81
470,Boynya nomer pyat [Myagkaya oblozhka],Kurt Vonnegut,4.78,33
471,Kolybel dlya koshki [Myagkaya oblozhka],Kurt Vonnegut,4.67,20
472,One Hundred Years of Solitude [Myagkaya oblozhka],Gabriel Garcia Marquez,6.18,94
473,Lyubov vo vremya chumy [Myagkaya oblozhka],Gabriel Garcia Marquez,5.95,56
474,Khronika obyavlennoy smerti [Myagkaya oblozhka],Gabriel Garcia Marquez,3.97,70
475,Igra v klassiki [Myagkaya oblozhka],Khulio Kortasar,6.53,90
476,Vymysly [Myagkaya oblozhka],Khorkhe Luis Borkhes,4.90,54
477,Alef [Myagkaya oblozhka],Khorkhe Luis Borkhes,4.78,71
478,Pedofil (Lolita) [Myagkaya oblozhka],Vladimir Nabokov,5.72,1
479,Zashchita Luzhina [Myagkaya oblozhka],Vladimir Nabokov,5.02,14
480,Priglashenie na kazn [Myagkaya oblozhka],Vladimir Nabokov,4.90,9
481,"Khobbit, ili Tuda i obratno [Myagkaya oblozhka]",Dzh. R. R. Tolkin,5.25,88
482,Vlastelin kolets: Bratstvo Koltsa [Myagkaya oblozhka],Dzh. R. R. Tolkin,7.23,19
483,Vlastelin kolets: Dve kreposti [Myagkaya oblozhka],Dzh. R. R. Tolkin,7.23,69
484,Vlastelin kolets: Vozvrashchenie korolya [Myagkaya oblozhka],Dzh. R. R. Tolkin,7.58,4
485,Silmarillion [Myagkaya oblozhka],Dzh. R. R. Tolkin,6.77,47
486,"Khroniki Narnii: Lev, koldunya i platyanoy shkaf [Myagkaya oblozhka]",K. S. Lyuis,4.55,74
487,Dyuna [Myagkaya oblozhka],Frenk Gerbert,7.93,70
488,Messiya Dyuny [Myagkaya oblozhka],Frenk Gerbert,6.07,18
489,Deti Dyuny [Myagkaya oblozhka],Frenk Gerbert,6.42,55
490,Osnovanie [Myagkaya oblozhka],Ayzek Azimov,5.60,16
491,"Ya, Robot [Myagkaya oblozhka]",Ayzek Azimov,4.90,5
492,Solyaris [Myagkaya oblozhka],Stanislav Lem,5.02,39
493,Nepobedimyy [Myagkaya oblozhka],Stanislav Lem,4.78,46
494,Piknik na obochine [Myagkaya oblozhka],Arkadiy i Boris Strugatskie,4.90,5
495,Trudno byt bogom [Myagkaya oblozhka],Arkadiy i Boris Strugatskie,4.55,45
496,Ponedelnik nachinaetsya v subbotu [Myagkaya oblozhka],Arkadiy i Boris Strugatskie,4.78,26
497,Obitaemyy ostrov [Myagkaya oblozhka],Arkadiy i Boris Strugatskie,5.37,87
498,Avtostopom po galaktike [Myagkaya oblozhka],Duglas Adams,4.43,31
499,Neyromant [Myagkaya oblozhka],Uilyam Gibson,5.25,85
500,Mechtayut li androidy ob elektroovtsakh? [Myagkaya oblozhka],Filip K. Dik,4.90,13
501,Chelovek v vysokom zamke [Myagkaya oblozhka],Filip K. Dik,5.13,45
502,Garri Potter i filosofskiy kamen [Myagkaya oblozhka],Dzh. K. Rouling,6.42,99
503,Garri Potter i Taynaya komnata [Myagkaya oblozhka],Dzh. K. Rouling,6.53,71
504,Garri Potter i uznik Azkabana [Myagkaya oblozhka],Dzh. K. Rouling,6.77,52
505,Garri Potter i Kubok ognya [Myagkaya oblozhka],Dzh. K. Rouling,8.05,79
506,Garri Potter i Orden Feniksa [Myagkaya oblozhka],Dzh. K. Rouling,8.75,95
507,Garri Potter i Prints-polukrovka [Myagkaya oblozhka],Dzh. K. Rouling,8.28,19
508,Garri Potter i Dary Smerti [Myagkaya oblozhka],Dzh. K. Rouling,9.10,30
509,Igra prestolov [Myagkaya oblozhka],Dzhordzh R. R. Martin,8.40,20
510,Bitva koroley [Myagkaya oblozhka],Dzhordzh R. R. Martin,8.63,22
511,Burya mechey [Myagkaya oblozhka],Dzhordzh R. R. Martin,9.45,52
512,Pir stervyatnikov [Myagkaya oblozhka],Dzhordzh R. R. Martin,9.10,3
513,Tanets s drakonami [Myagkaya oblozhka],Dzhordzh R. R. Martin,9.92,22
514,Vedmak: Poslednee zhelanie [Myagkaya oblozhka],Andzhey Sapkovskiy,5.60,94
515,Vedmak: Mech Prednaznacheniya [Myagkaya oblozhka],Andzhey Sapkovskiy,5.72,42
516,Vedmak: Krov elfov [Myagkaya oblozhka],Andzhey Sapkovskiy,5.95,100
517,Kladbishche domashnikh zhivotnykh [Myagkaya oblozhka],Stiven King,6.07,52
518,Siyanie [Myagkaya oblozhka],Stiven King,6.42,85
519,Ono [Myagkaya oblozhka],Stiven King,10.38,94
520,Temnaya bashnya: Strelok [Myagkaya oblozhka],Stiven King,5.60,31
521,Zelenaya milya [Myagkaya oblozhka],Stiven King,5.95,34
522,11/22/63 [Myagkaya oblozhka],Stiven King,9.22,20
523,Kod da Vinchi [Myagkaya oblozhka],Den Braun,5.72,100
524,Angely i demony [Myagkaya oblozhka],Den Braun,5.60,89
525,Inferno [Myagkaya oblozhka],Den Braun,6.07,13
526,Alkhimik [Myagkaya oblozhka],Paulo Koelo,4.43,48
527,Ten vetra [Myagkaya oblozhka],Karlos Ruis Safon,6.30,4
528,Tsvety dlya Eldzhernona [Myagkaya oblozhka],Deniel Kiz,5.25,60
529,Mnozhestvennye umy Billi Milligana [Myagkaya oblozhka],Deniel Kiz,5.95,28
530,Shantaram [Myagkaya oblozhka],Gregori Devid Roberts,9.10,25
531,"Esh, molis, lyubi [Myagkaya oblozhka]",Elizabet Gilbert,5.13,58
532,Begushchiy za vetrom [Myagkaya oblozhka],Khaled Khosseyni,5.72,44
533,Tysyacha siyayushchikh solntsa [Myagkaya oblozhka],Khaled Khosseyni,5.95,39
534,Oblachnyy atlas [Myagkaya oblozhka],Devid Mitchell,6.53,29
535,Zadacha trekh tel [Myagkaya oblozhka],Lyu Tsysin,6.88,28
536,Tyomnyy les [Myagkaya oblozhka],Lyu Tsysin,7.23,3
537,Vechnaya zhizn Smerti [Myagkaya oblozhka],Lyu Tsysin,7.93,84
538,Klara i Solntse [Myagkaya oblozhka],Kadzuo Isiguro,6.07,24
539,Ne otpuskay menya [Myagkaya oblozhka],Kadzuo Isiguro,5.60,51
540,Ostatok dnya [Myagkaya oblozhka],Kadzuo Isiguro,5.48,42
541,Okhota na ovets [Myagkaya oblozhka],Kharuki Murakami,5.72,35
542,Norvezhskiy les [Myagkaya oblozhka],Kharuki Murakami,5.60,8
543,Kafka na plyazhe [Myagkaya oblozhka],Kharuki Murakami,6.42,98
544,1Q84 [Myagkaya oblozhka],Kharuki Murakami,8.40,35
545,S.N.U.F.F. [Myagkaya oblozhka],Viktor Pelevin,5.95,44
546,Generation «P» [Myagkaya oblozhka],Viktor Pelevin,5.37,82
547,Chapaev i Pustota [Myagkaya oblozhka],Viktor Pelevin,5.60,65
548,Lavr [Myagkaya oblozhka],Evgeniy Vodolazkin,6.18,51
549,Aviator [Myagkaya oblozhka],Evgeniy Vodolazkin,5.95,86
550,Zuleykha otkryvaet glaza [Myagkaya oblozhka],Guzel Yakhina,6.07,68
551,Deti moi [Myagkaya oblozhka],Guzel Yakhina,6.30,42
552,Eshelon na Samarkand [Myagkaya oblozhka],Guzel Yakhina,6.42,3
553,The Bible [Tverdyy pereplet],Holy Scripture,14.67,14
554,Epic of Gilgamesh [Tverdyy pereplet],Unknown,5.50,33
555,Iliad [Tverdyy pereplet],Homer,6.72,22
556,Odyssey [Tverdyy pereplet],Homer,6.84,74
557,Mahabharata [Tverdyy pereplet],Vyasa,18.33,33
558,Ramayana [Tverdyy pereplet],Valmiki,10.39,4
559,Tao Te Ching [Tverdyy pereplet],Laozi,4.64,13
560,The Art of War [Tverdyy pereplet],Sun Tzu,4.28,76
561,The Republic [Tverdyy pereplet],Plato,5.87,55
562,Poetics [Tverdyy pereplet],Aristotle,5.13,44
563,Nicomachean Ethics [Tverdyy pereplet],Aristotle,5.99,93
564,Aeneid [Tverdyy pereplet],Virgil,6.23,100
565,Metamorphoses [Tverdyy pereplet],Ovid,6.48,40
566,Meditations [Tverdyy pereplet],Marcus Aurelius,4.77,55
567,Commentaries on the Gallic War [Tverdyy pereplet],Julius Caesar,5.38,77
568,Annals [Tverdyy pereplet],Tacitus,7.33,65
569,Confessions [Tverdyy pereplet],Augustine of Hippo,5.74,14
570,The City of God [Tverdyy pereplet],Augustine of Hippo,10.88,49
571,Shahnameh [Tverdyy pereplet],Ferdowsi,13.44,73
572,Primary Chronicle [Tverdyy pereplet],Nestor the Chronicler,6.36,24
573,Slovo o polku Igoreve [Tverdyy pereplet],Unknown,3.67,32
574,The Divine Comedy [Tverdyy pereplet],Dante Alighieri,9.17,5
575,Dekameron [Tverdyy pereplet],Dzhovanni Bokkachcho,8.31,90
576,Kenterberiyskie rasskazy [Tverdyy pereplet],Dzheffri Choser,7.58,55
577,Pokhvala gluposti [Tverdyy pereplet],Erazm Rotterdamskiy,5.01,0
578,Gosudar [Tverdyy pereplet],Nikkolo Makiavelli,4.64,66
579,Utopiya [Tverdyy pereplet],Tomas Mor,4.40,68
580,Gargantyua i Pantagryuel [Tverdyy pereplet],Fransua Rable,9.66,87
581,Opyty [Tverdyy pereplet],Mishel de Monten,10.39,92
582,Don Kikhot [Tverdyy pereplet],Migel de Servantes,10.88,94
583,Hamlet [Tverdyy pereplet],William Shakespeare,4.28,94
584,Romeo i Dzhuletta [Tverdyy pereplet],William Shakespeare,3.91,85
585,Makbet [Tverdyy pereplet],William Shakespeare,4.03,25
586,Korol Lir [Tverdyy pereplet],William Shakespeare,4.16,46
587,Otello [Tverdyy pereplet],William Shakespeare,4.03,55
588,Sonety [Tverdyy pereplet],William Shakespeare,3.54,8
589,Poteryannyy ray [Tverdyy pereplet],Dzhon Milton,7.09,85
590,Zhizn est son [Tverdyy pereplet],Pedro Kalderon,4.52,42
591,Tartyuf [Tverdyy pereplet],Moler,3.79,79
592,Meshchanin vo dvoryanstve [Tverdyy pereplet],Moler,3.67,40
593,Mysli [Tverdyy pereplet],Blez Paskal,5.62,84
594,Priklyucheniya Robinzona Kruzo [Tverdyy pereplet],Daniel Defo,5.50,15
595,Puteshestviya Gullivera [Tverdyy pereplet],Dzhonatan Svift,5.87,92
596,"Zadig, ili Sudba [Tverdyy pereplet]",Volter,4.28,38
597,"Kandid, ili Optimizm [Tverdyy pereplet]",Volter,4.16,64
598,Obshchestvennyy dogovor [Tverdyy pereplet],Zhan-Zhak Russo,5.13,39
599,Confessions [Tverdyy pereplet],Zhan-Zhak Russo,6.72,85
600,Issledovanie o prirode i prichinakh bogatstva narodov [Tverdyy pereplet],Adam Smit,11.98,52
601,Kritika chistogo razuma [Tverdyy pereplet],Immanuil Kant,11.24,41
602,Stradaniya molodogo Vertera [Tverdyy pereplet],Iogann Volfgang fon Gyote,4.64,51
603,Faust [Tverdyy pereplet],Iogann Volfgang fon Gyote,7.94,89
604,Razboyniki [Tverdyy pereplet],Fridrikh Shiller,4.40,37
605,Puteshestvie iz Peterburga v Moskvu [Tverdyy pereplet],Aleksandr Radishchev,4.77,70
606,Eugene Onegin [Tverdyy pereplet],Alexander Pushkin,4.89,16
607,Kapitanskaya dochka [Tverdyy pereplet],Alexander Pushkin,4.28,24
608,Pikovaya dama [Tverdyy pereplet],Alexander Pushkin,3.42,53
609,Mednyy vsadnik [Tverdyy pereplet],Alexander Pushkin,3.06,85
610,Boris Godunov [Tverdyy pereplet],Alexander Pushkin,3.91,48
611,Geroy nashego vremeni [Tverdyy pereplet],Mikhail Lermontov,4.64,86
612,Mtsyri [Tverdyy pereplet],Mikhail Lermontov,3.30,95
613,Demon [Tverdyy pereplet],Mikhail Lermontov,3.18,22
614,Revizor [Tverdyy pereplet],Nikolai Gogol,4.28,78
615,Dead Souls [Tverdyy pereplet],Nikolai Gogol,5.87,72
616,Shinel [Tverdyy pereplet],Nikolai Gogol,3.54,38
617,Taras Bulba [Tverdyy pereplet],Nikolai Gogol,4.16,51
618,Fathers and Sons [Tverdyy pereplet],Ivan Turgenev,5.13,70
619,Zapiski okhotnika [Tverdyy pereplet],Ivan Turgenev,5.50,0
620,Dvoryanskoe gnezdo [Tverdyy pereplet],Ivan Turgenev,4.77,38
621,Oblomov [Tverdyy pereplet],Ivan Goncharov,6.36,36
622,Crime and Punishment [Tverdyy pereplet],Fyodor Dostoevsky,7.09,26
623,Idiot [Tverdyy pereplet],Fyodor Dostoevsky,7.58,55
624,Bratya Karamazovy [Tverdyy pereplet],Fyodor Dostoevsky,9.17,100
625,Besy [Tverdyy pereplet],Fyodor Dostoevsky,8.31,74
626,Zapiski iz podpolya [Tverdyy pereplet],Fyodor Dostoevsky,4.64,77
627,Igrok [Tverdyy pereplet],Fyodor Dostoevsky,4.40,83
628,War and Peace [Tverdyy pereplet],Leo Tolstoy,14.67,41
629,Anna Karenina [Tverdyy pereplet],Leo Tolstoy,9.53,59
630,Voskresenie [Tverdyy pereplet],Leo Tolstoy,6.72,56
631,Smert Ivana Ilicha [Tverdyy pereplet],Leo Tolstoy,3.79,56
632,Kreytserova sonata [Tverdyy pereplet],Leo Tolstoy,3.91,86
633,Groza [Tverdyy pereplet],Aleksandr Ostrovskiy,3.91,27
634,Bespridannitsa [Tverdyy pereplet],Aleksandr Ostrovskiy,4.03,65
635,Levsha [Tverdyy pereplet],Nikolay Leskov,3.54,60
636,Ocharovannyy strannik [Tverdyy pereplet],Nikolay Leskov,4.16,94
637,Komu na Rusi zhit khorosho [Tverdyy pereplet],Nikolay Nekrasov,4.64,21
638,Palata № 6 [Tverdyy pereplet],Anton Chekhov,3.79,84
639,Vishnevyy sad [Tverdyy pereplet],Anton Chekhov,4.03,10
640,Chayka [Tverdyy pereplet],Anton Chekhov,3.91,36
641,Dyadya Vanya [Tverdyy pereplet],Anton Chekhov,3.79,65
642,Tri sestry [Tverdyy pereplet],Anton Chekhov,3.91,84
643,Dama s sobachkoy [Tverdyy pereplet],Anton Chekhov,3.54,81
644,Pride and Prejudice [Tverdyy pereplet],Jane Austen,5.50,79
645,Razum i chuvstva [Tverdyy pereplet],Jane Austen,5.38,42
646,Frankenshteyn [Tverdyy pereplet],Meri Shelli,5.13,11
647,"Frankenshteyn, ili Sovremennyy Prometey [Tverdyy pereplet]",Meri Shelli,5.26,96
648,Ayvengo [Tverdyy pereplet],Valter Skott,5.99,30
649,Krasnoe i chernoe [Tverdyy pereplet],Stendal,6.84,86
650,Parmskaya obitel [Tverdyy pereplet],Stendal,7.09,39
651,Otets Gorio [Tverdyy pereplet],Onore de Balzak,5.87,28
652,Evgeniya Grande [Tverdyy pereplet],Onore de Balzak,5.50,25
653,The Count of Monte Cristo [Tverdyy pereplet],Alexandre Dumas,10.88,18
654,Tri mushketera [Tverdyy pereplet],Alexandre Dumas,7.94,3
655,Dvadtsat let spustya [Tverdyy pereplet],Alexandre Dumas,8.19,5
656,Sobor Parizhskoy Bogomateri [Tverdyy pereplet],Victor Hugo,7.09,31
657,Les Miserables [Tverdyy pereplet],Victor Hugo,11.61,60
658,"Chelovek, kotoryy smeetsya [Tverdyy pereplet]",Victor Hugo,7.21,78
659,Dzheyn Eyr [Tverdyy pereplet],Sharlotta Bronte,5.87,98
660,Grozovoy pereval [Tverdyy pereplet],Emili Bronte,5.74,9
661,Yarmarka tshcheslaviya [Tverdyy pereplet],Uilyam Tekkerey,8.43,58
662,Oliver Twist [Tverdyy pereplet],Charles Dickens,5.99,53
663,David Kopperfild [Tverdyy pereplet],Charles Dickens,8.31,80
664,Povest o dvukh gorodakh [Tverdyy pereplet],Charles Dickens,6.23,73
665,Bolshie nadezhdy [Tverdyy pereplet],Charles Dickens,6.36,24
666,Rozhdestvenskaya pesnya [Tverdyy pereplet],Charles Dickens,3.91,91
667,Moby-Dick [Tverdyy pereplet],Herman Melville,7.46,89
668,Madam Bovari [Tverdyy pereplet],Gyustav Flober,5.99,49
669,Prestuplenie abbata Mure [Tverdyy pereplet],Emil Zolya,5.62,63
670,Zherminal [Tverdyy pereplet],Emil Zolya,6.48,51
671,Zapadnya [Tverdyy pereplet],Emil Zolya,6.23,31
672,The Picture of Dorian Gray [Tverdyy pereplet],Oscar Wilde,5.13,18
673,Kak vazhno byt sereznym [Tverdyy pereplet],Oscar Wilde,3.79,83
674,The Adventures of Tom Sawyer [Tverdyy pereplet],Mark Twain,4.77,88
675,Priklyucheniya Geklberri Finna [Tverdyy pereplet],Mark Twain,5.01,0
676,Yanki iz Konnektikuta pri dvore korolya Artura [Tverdyy pereplet],Mark Twain,5.26,96
677,Drakula [Tverdyy pereplet],Brem Stoker,5.87,98
678,Mashina vremeni [Tverdyy pereplet],Gerbert Uells,4.40,13
679,Chelovek-nevidimka [Tverdyy pereplet],Gerbert Uells,4.52,99
680,Voyna mirov [Tverdyy pereplet],Gerbert Uells,4.77,54
681,Etyud v bagrovykh tonakh [Tverdyy pereplet],Arthur Conan Doyle,4.28,28
682,Sobaka Baskerviley [Tverdyy pereplet],Arthur Conan Doyle,4.64,22
683,The Adventures of Sherlock Holmes [Tverdyy pereplet],Arthur Conan Doyle,5.99,89
684,Martin Iden [Tverdyy pereplet],Dzhek London,5.87,66
685,Zov predkov [Tverdyy pereplet],Dzhek London,4.16,59
686,Belyy Klyk [Tverdyy pereplet],Dzhek London,4.40,6
687,Uliss [Tverdyy pereplet],Dzheyms Dzhoys,10.39,71
688,Dublintsy [Tverdyy pereplet],Dzheyms Dzhoys,5.01,31
689,Portret khudozhnika v yunosti [Tverdyy pereplet],Dzheyms Dzhoys,5.62,15
690,Protsess [Tverdyy pereplet],Franz Kafka,5.26,58
691,Zamok [Tverdyy pereplet],Franz Kafka,5.50,17
692,The Metamorphosis [Tverdyy pereplet],Franz Kafka,3.91,59
693,V poiskakh utrachennogo vremeni [Tverdyy pereplet],Marsel Prust,17.11,85
694,Volshebnaya gora [Tverdyy pereplet],Tomas Mann,9.53,67
695,Buddenbroki [Tverdyy pereplet],Tomas Mann,8.80,71
696,Smert v Venetsii [Tverdyy pereplet],Tomas Mann,4.03,76
697,Stepnoy volk [Tverdyy pereplet],German Gesse,5.38,40
698,Igra v biser [Tverdyy pereplet],German Gesse,7.21,96
699,Siddkhartkha [Tverdyy pereplet],German Gesse,4.28,56
700,The Great Gatsby [Tverdyy pereplet],Frensis Skott Fitsdzherald,5.01,78
701,Noch nezhna [Tverdyy pereplet],Frensis Skott Fitsdzherald,5.62,92
702,"Proshchay, oruzhie! [Tverdyy pereplet]",Ernest Hemingway,5.38,64
703,Po komu zvonit kolokol [Tverdyy pereplet],Ernest Hemingway,6.60,54
704,Starik i more [Tverdyy pereplet],Ernest Hemingway,4.28,70
705,A Moveable Feast [Tverdyy pereplet],Ernest Hemingway,5.01,57
706,The Sound and the Fury [Tverdyy pereplet],William Faulkner,5.99,20
707,As I Lay Dying [Tverdyy pereplet],William Faulkner,5.26,95
708,On the Road [Tverdyy pereplet],John Steinbeck,5.13,60
709,The Grapes of Wrath [Tverdyy pereplet],John Steinbeck,7.09,57
710,Of Mice and Men [Tverdyy pereplet],John Steinbeck,4.03,33
711,All Quiet on the Western Front [Tverdyy pereplet],Erich Maria Remarque,5.50,96
712,Three Comrades [Tverdyy pereplet],Erich Maria Remarque,5.99,31
713,Arch of Triumph [Tverdyy pereplet],Erich Maria Remarque,6.36,81
714,The Black Obelisk [Tverdyy pereplet],Erich Maria Remarque,6.23,35
715,Heaven Has No Favorites [Tverdyy pereplet],Erich Maria Remarque,5.62,98
716,The Master and Margarita [Tverdyy pereplet],Mikhail Bulgakov,6.72,99
717,Heart of a Dog [Tverdyy pereplet],Mikhail Bulgakov,4.28,66
718,The White Guard [Tverdyy pereplet],Mikhail Bulgakov,5.26,62
719,The Fatal Eggs [Tverdyy pereplet],Mikhail Bulgakov,3.79,80
720,And Quiet Flows the Don [Tverdyy pereplet],Mikhail Sholokhov,11.98,30
721,Fate of a Man [Tverdyy pereplet],Mikhail Sholokhov,3.67,35
722,Doctor Zhivago [Tverdyy pereplet],Boris Pasternak,7.58,56
723,We [Tverdyy pereplet],Yevgeny Zamyatin,4.77,9
724,The Twelve Chairs [Tverdyy pereplet],"Ilya Ilf, Yevgeny Petrov",5.87,91
725,Zolotoy telenok [Tverdyy pereplet],"Ilya Ilf, Yevgeny Petrov",5.99,36
726,Kotlovan [Tverdyy pereplet],Andrey Platonov,4.64,30
727,Chevengur [Tverdyy pereplet],Andrey Platonov,6.36,34
728,Odin den Ivana Denisovicha [Tverdyy pereplet],Aleksandr Solzhenitsyn,4.28,42
729,Arkhipelag GULAG [Tverdyy pereplet],Aleksandr Solzhenitsyn,13.44,40
730,Rakovyy korpus [Tverdyy pereplet],Aleksandr Solzhenitsyn,7.09,69
731,Moskva — Petushki [Tverdyy pereplet],Venedikt Erofeev,4.40,10
732,Zapovednik [Tverdyy pereplet],Sergey Dovlatov,4.52,17
733,Chemodan [Tverdyy pereplet],Sergey Dovlatov,4.28,19
734,Solo na undervude [Tverdyy pereplet],Sergey Dovlatov,3.91,29
735,1984 [Tverdyy pereplet],George Orwell,5.13,49
736,Skotnyy dvor [Tverdyy pereplet],George Orwell,3.79,88
737,Brave New World [Tverdyy pereplet],Aldous Huxley,5.26,19
738,451 gradus po Farengeytu [Tverdyy pereplet],Ray Bradbury,5.01,90
739,Marsianskie khroniki [Tverdyy pereplet],Ray Bradbury,5.38,27
740,Vino iz oduvanchikov [Tverdyy pereplet],Ray Bradbury,5.13,8
741,The Catcher in the Rye [Tverdyy pereplet],Dzh. D. Selindzher,4.77,53
742,Povelitel mukh [Tverdyy pereplet],Uilyam Golding,4.89,52
743,To Kill a Mockingbird [Tverdyy pereplet],Harper Lee,5.62,42
744,Zavodnoy apelsin [Tverdyy pereplet],Entoni Byordzhess,5.01,69
745,Proletaya nad gnezdom kukushki [Tverdyy pereplet],Ken Kizi,5.74,59
746,Boynya nomer pyat [Tverdyy pereplet],Kurt Vonnegut,5.01,53
747,Kolybel dlya koshki [Tverdyy pereplet],Kurt Vonnegut,4.89,7
748,One Hundred Years of Solitude [Tverdyy pereplet],Gabriel Garcia Marquez,6.48,26
749,Lyubov vo vremya chumy [Tverdyy pereplet],Gabriel Garcia Marquez,6.23,53
750,Khronika obyavlennoy smerti [Tverdyy pereplet],Gabriel Garcia Marquez,4.16,49
751,Igra v klassiki [Tverdyy pereplet],Khulio Kortasar,6.84,98
752,Vymysly [Tverdyy pereplet],Khorkhe Luis Borkhes,5.13,74
753,Alef [Tverdyy pereplet],Khorkhe Luis Borkhes,5.01,89
754,Pedofil (Lolita) [Tverdyy pereplet],Vladimir Nabokov,5.99,2
755,Zashchita Luzhina [Tverdyy pereplet],Vladimir Nabokov,5.26,97
756,Priglashenie na kazn [Tverdyy pereplet],Vladimir Nabokov,5.13,73
757,"Khobbit, ili Tuda i obratno [Tverdyy pereplet]",Dzh. R. R. Tolkin,5.50,48
758,Vlastelin kolets: Bratstvo Koltsa [Tverdyy pereplet],Dzh. R. R. Tolkin,7.58,61
759,Vlastelin kolets: Dve kreposti [Tverdyy pereplet],Dzh. R. R. Tolkin,7.58,0
760,Vlastelin kolets: Vozvrashchenie korolya [Tverdyy pereplet],Dzh. R. R. Tolkin,7.94,45
761,Silmarillion [Tverdyy pereplet],Dzh. R. R. Tolkin,7.09,38
762,"Khroniki Narnii: Lev, koldunya i platyanoy shkaf [Tverdyy pereplet]",K. S. Lyuis,4.77,96
763,Dyuna [Tverdyy pereplet],Frenk Gerbert,8.31,49
764,Messiya Dyuny [Tverdyy pereplet],Frenk Gerbert,6.36,53
765,Deti Dyuny [Tverdyy pereplet],Frenk Gerbert,6.72,68
766,Osnovanie [Tverdyy pereplet],Ayzek Azimov,5.87,95
767,"Ya, Robot [Tverdyy pereplet]",Ayzek Azimov,5.13,94
768,Solyaris [Tverdyy pereplet],Stanislav Lem,5.26,69
769,Nepobedimyy [Tverdyy pereplet],Stanislav Lem,5.01,77
770,Piknik na obochine [Tverdyy pereplet],Arkadiy i Boris Strugatskie,5.13,28
771,Trudno byt bogom [Tverdyy pereplet],Arkadiy i Boris Strugatskie,4.77,62
772,Ponedelnik nachinaetsya v subbotu [Tverdyy pereplet],Arkadiy i Boris Strugatskie,5.01,28
773,Obitaemyy ostrov [Tverdyy pereplet],Arkadiy i Boris Strugatskie,5.62,34
774,Avtostopom po galaktike [Tverdyy pereplet],Duglas Adams,4.64,55
775,Neyromant [Tverdyy pereplet],Uilyam Gibson,5.50,62
776,Mechtayut li androidy ob elektroovtsakh? [Tverdyy pereplet],Filip K. Dik,5.13,3
777,Chelovek v vysokom zamke [Tverdyy pereplet],Filip K. Dik,5.38,49
778,Garri Potter i filosofskiy kamen [Tverdyy pereplet],Dzh. K. Rouling,6.72,43
779,Garri Potter i Taynaya komnata [Tverdyy pereplet],Dzh. K. Rouling,6.84,85
780,Garri Potter i uznik Azkabana [Tverdyy pereplet],Dzh. K. Rouling,7.09,86
781,Garri Potter i Kubok ognya [Tverdyy pereplet],Dzh. K. Rouling,8.43,51
782,Garri Potter i Orden Feniksa [Tverdyy pereplet],Dzh. K. Rouling,9.17,92
